Emotions,Path
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_ANGRY_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_ANGRY_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_DISGUST_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_DISGUST_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_ANGRY_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_SAD_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_DISGUST_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_ANGRY_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_HAPPY_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_FEAR_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_HAPPY_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_FEAR_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_FEAR_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_FEAR_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_HAPPY_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_FEAR_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_HAPPY_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_HAPPY_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_SURPRISE_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_NEUTRAL_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_NEUTRAL_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_NEUTRAL_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_SURPRISE_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_SURPRISE_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_SURPRISE_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_NEUTRAL_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_NEUTRAL_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_5_SURPRISE_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_NEUTRAL_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_NEUTRAL_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_NEUTRAL_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_NEUTRAL_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_SAD_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_SAD_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_SAD_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_SAD_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_SAD_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_NEUTRAL_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_ANGRY_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_ANGRY_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_DISGUST_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_ANGRY_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_ANGRY_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_DISGUST_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_ANGRY_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_DISGUST_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_DISGUST_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_DISGUST_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_FEAR_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_HAPPY_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_HAPPY_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_HAPPY_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_FEAR_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_FEAR_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_HAPPY_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_FEAR_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_FEAR_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_HAPPY_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_NEUTRAL_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_NEUTRAL_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_SURPRISE_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_SURPRISE_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_NEUTRAL_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_NEUTRAL_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_SURPRISE_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_SURPRISE_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_NEUTRAL_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_6_SURPRISE_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_ANGRY_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_SAD_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_ANGRY_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_ANGRY_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_ANGRY_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_ANGRY_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_SAD_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_SAD_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_SAD_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_SAD_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_DISGUST_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_DISGUST_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_DISGUST_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_DISGUST_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_FEAR_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_FEAR_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_FEAR_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_FEAR_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_DISGUST_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_FEAR_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_SURPRISE_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_SURPRISE_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_HAPPY_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_HAPPY_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_SURPRISE_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_HAPPY_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_HAPPY_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_SURPRISE_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_HAPPY_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_7_SURPRISE_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_SAD_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_SAD_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_NEUTRAL_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_NEUTRAL_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_NEUTRAL_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_SAD_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_SAD_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_NEUTRAL_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_NEUTRAL_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_SAD_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_ANGRY_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_DISGUST_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_DISGUST_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_ANGRY_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_DISGUST_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_ANGRY_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_DISGUST_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_DISGUST_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_ANGRY_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_ANGRY_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_HAPPY_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_HAPPY_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_FEAR_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_FEAR_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_HAPPY_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_HAPPY_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_FEAR_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_HAPPY_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_FEAR_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_FEAR_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_SURPRISE_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_SURPRISE_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_NEUTRAL_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_SURPRISE_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_NEUTRAL_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_NEUTRAL_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_NEUTRAL_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_SURPRISE_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_NEUTRAL_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_8_SURPRISE_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_ANGRY_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_ANGRY_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_SAD_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_ANGRY_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_SAD_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_SAD_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_ANGRY_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_ANGRY_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_SAD_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_SAD_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_DISGUST_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_DISGUST_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_FEAR_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_DISGUST_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_DISGUST_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_FEAR_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_DISGUST_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_FEAR_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_FEAR_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_FEAR_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_SURPRISE_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_HAPPY_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_SURPRISE_2.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_HAPPY_3.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_SURPRISE_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_HAPPY_1.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_SURPRISE_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_HAPPY_4.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_HAPPY_5.wav
,/content/drive/MyDrive/SUBESCO/M_01_BASHIR_S_9_SURPRISE_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_ANGRY_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_DISGUST_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_ANGRY_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_ANGRY_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_DISGUST_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_DISGUST_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_DISGUST_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_ANGRY_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_ANGRY_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_DISGUST_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_HAPPY_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_FEAR_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_HAPPY_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_FEAR_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_HAPPY_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_FEAR_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_FEAR_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_FEAR_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_HAPPY_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_HAPPY_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_SAD_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_NEUTRAL_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_SAD_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_SAD_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_NEUTRAL_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_SAD_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_SAD_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_NEUTRAL_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_NEUTRAL_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_NEUTRAL_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_SURPRISE_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_SURPRISE_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_SURPRISE_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_ANGRY_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_ANGRY_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_SURPRISE_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_ANGRY_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_ANGRY_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_1_SURPRISE_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_ANGRY_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_FEAR_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_FEAR_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_DISGUST_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_DISGUST_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_FEAR_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_DISGUST_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_FEAR_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_DISGUST_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_FEAR_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_DISGUST_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_NEUTRAL_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_HAPPY_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_HAPPY_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_NEUTRAL_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_HAPPY_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_HAPPY_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_NEUTRAL_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_NEUTRAL_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_HAPPY_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_NEUTRAL_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_SAD_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_SAD_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_SAD_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_SURPRISE_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_SAD_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_SAD_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_SURPRISE_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_SURPRISE_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_SURPRISE_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_10_SURPRISE_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_DISGUST_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_DISGUST_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_DISGUST_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_ANGRY_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_ANGRY_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_ANGRY_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_ANGRY_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_DISGUST_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_ANGRY_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_DISGUST_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_HAPPY_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_FEAR_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_FEAR_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_FEAR_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_HAPPY_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_FEAR_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_HAPPY_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_HAPPY_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_HAPPY_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_FEAR_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_SAD_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_SAD_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_NEUTRAL_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_NEUTRAL_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_SAD_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_NEUTRAL_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_NEUTRAL_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_SAD_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_NEUTRAL_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_SAD_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_ANGRY_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_ANGRY_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_SURPRISE_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_SURPRISE_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_SURPRISE_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_ANGRY_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_ANGRY_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_SURPRISE_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_2_SURPRISE_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_ANGRY_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_FEAR_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_DISGUST_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_FEAR_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_DISGUST_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_FEAR_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_DISGUST_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_DISGUST_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_FEAR_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_FEAR_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_DISGUST_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_HAPPY_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_HAPPY_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_HAPPY_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_NEUTRAL_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_NEUTRAL_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_NEUTRAL_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_HAPPY_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_HAPPY_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_NEUTRAL_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_NEUTRAL_1.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_SAD_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_SURPRISE_4.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_SURPRISE_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_SAD_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_SURPRISE_3.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_SURPRISE_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_SAD_2.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_SAD_5.wav
,/content/drive/MyDrive/SUBESCO/M_04_BIBHAS_S_3_SURPRISE_1.wav
